VERSION,caseid,qs1,qs2ov1801,qs2ov1802,qs201,qs202,qs3,qs4,q1,q1FIX,q2,q2FIX,Q2VALUE,Q1Q2DIF,q1q2diffFIX,Q1Q2DIFHRS,q1q2diffhrsFIX,q3,Q3VALUE,q3FIX,q4,Q4VALUE,q4FIX,Q3Q4DIF,q3q4diffFIX,Q3Q4DIFHRS,q3q4diffhrsFIX,Q3Q4Q1Q2DIFHRS,Q3Q4Q1Q2POS,q5text,q5h,q5m,Q5,Q5HRS,q5dkrf,q6text,q6h,q6m,Q6,Q6HRS,q6dkrf,Q6Q5DIF,Q6Q5DIFHRS,Q6Q5POS,q7text,q7hour,q7min,q7mer,q7,Q7REV,Q1VALUE,Q1Q7DIF,Q1Q7DIFHRS,VAR00012,Q1TIME,PREQ7,Q5Q7POS,q8text,q8,q9text,q9,q10text,q10,q11text,q11,q12text,q13text,q12,q13,q14text,q14a,q14b,q14c,Q14TOTAL,q15text,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,EPWORTH,VAR00013,q17text,q16,Q16HRS,Q16Q5DIFHRS,Q16Q6DIFHRS,q17,q18a,q18b,q18c,q18d,q18e,q18f,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q20h,q20i,q20j,q20k,q20l,q20m,q20n,q21,q22,q23a,q23b,q23c,q23d,q23e,q23f,q23g,q23h,q23i,q24,q25,q26,q27,q28a,q28b,q28c,q28d,q28e,q28f,q29,q30a,q30b,q30c,q30d,q30e,q31text,q32text,q31,q32,q33a,q33e,q33b,q33c,q33d,q34,q35a,q35b,q35c,q35d,q35e,q35f,q35g,q35h,q35i,q35j,q35k,q35l,q35m,q35n,q36,d1,d2,d301,d302,d303,d304,d305,d306,d307,d308,d309,d4,complete,qs1a,qs1b,q7dkrf,q21oc01,q21oc02,q21oc03,q21oc04,q21oc05,q21oc06,q21oc07,q21oc08,q21oc09,q21oc10,d3oc01,d3oc02,d3oc03,d3oc04,d3oc05,d5,d5aa,d5ab,d6,makechld,whathap2,Q5GROUPED,Q6GROUPED,Q5Q7DIF,Q6Q7DIF,filter_$,WEIGHT
PHONE,568,53,1,,1,,IA,2,2,,9,,800.00,401.70,,4.017,,5,1750.00,,16,1050.00,,700.00,,7.000,,2.983,, ,5,0,300.00,5.000,, ,5,0,300.00,5.000,,.00,.000,1,02,6,0,AM,600,1800,1201.70,598.30,5.98,,1.70,600.00, , ,3, ,1, ,2, ,2, , ,2,3, ,2,0,0,2, ,3,2,0,0,2,0,0,2,9.00,, ,2,5.50,-.500,-.500,2,2,,3,2,2,2,1,2,2,1,2,2,2,1,4,4,3,1,4,4,2,3,1,4,1,1,4,,5,2,4,4,2,2,1,1,1,1,1,,,4,4,2,1,2,1,1,1,,,,,,, , ,2,2,2,1,4,3,3,1,2,2,2,2,1,1,2,2,2,1,2,2,1,,98,1,2,1,,,,,,,,,2,1,,,,5,,,,,,,,,,,,,,,2,,,,, ,4.00,4.00,,,1,.82440000
PHONE,569,35,1,,1,,WI,1,3,,10,,900.00,800.00,,8.000,,19,2100.00,,1,1200.00,,900.00,,9.000,,1.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,5,30,AM,530,1730,1700.00,30.00,.30,,500.00,530.00, , ,1, ,, ,1, ,, , ,2,3, ,5,1,1,7, ,0,1,0,0,1,0,0,0,2.00,, ,3,6.50,.500,.500,2,1,,1,1,2,1,1,2,2,2,2,2,2,2,4,1,1,2,3,3,3,3,1,1,1,1,3,,6,2,1,1,2,2,3,2,1,1,1,,,1,3,3,1,3,1,1,2,,,,,,, , ,3,5,1,4,2,2,3,,,,,,,,,,,,,,,,4,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,,,,1,.82460000
PHONE,570,26,3,,3,,AZ,2,9,,9,,800.00,1050.00,,10.500,,13,1950.00,,16,1050.00,,900.00,,9.000,,-1.500,, ,8,0,480.00,8.000,, ,9,0,540.00,9.000,,60.00,1.000,3, ,,, ,,,1850.00,,,,650.00,, , ,2, ,5, ,1, ,, , ,3,2, ,1,0,0,1, ,1,1,2,0,1,0,1,3,9.00,, ,5,8.50,-.500,.500,1,,,,,,,1,2,2,2,2,2,2,1,4,3,2,1,1,1,1,2,1,3,1,1,,,2,1,4,2,1,1,1,1,1,1,4,,,1,1,,,,,,,,,,,,, , ,4,4,1,1,3,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,,,3,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,7.00,8.00,,,1,2.23940000
PHONE,571,19,2,,2,,FL,2,11,,14,,1000.00,900.00,,9.000,,19,2100.00,,18,1100.00,,1000.00,,10.000,,1.000,,01,8,0,480.00,8.000,,01,8,0,480.00,8.000,,.00,.000,1,01,8,0,AM,800,2000,1900.00,100.00,1.00,,700.00,800.00, ,01,3,01,2,01,2,01,2,01,01,4,4,01,0,0,0,0,01,3,1,0,0,0,0,0,1,5.00,,01,5,8.50,-.500,-.500,1,,,,,,,2,2,1,2,2,1,2,2,3,1,4,1,2,4,1,1,1,1,1,1,,2,4,2,1,4,2,1,2,1,2,2,1,2,1,1,2,,,,,,,,,,,,,01,01,2,2,2,1,2,1,1,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,7.00,7.00,,,1,2.23940000
PHONE,574,37,2,,2,,OK,2,14,,1,,1200.00,775.00,,7.750,,15,2000.00,,3,1300.00,,700.00,,7.000,,-.750,,01,5,0,300.00,5.000,,01,6,0,360.00,6.000,,60.00,1.000,3,01,8,30,AM,830,2030,1975.00,55.00,.55,,775.00,830.00, ,01,1,01,,01,2,01,2,01,01,2,2,01,2,1,2,5,01,3,2,0,0,3,0,2,3,13.00,,01,5,8.50,-3.500,-2.500,2,,3,2,3,3,2,1,2,1,2,2,2,2,2,4,3,4,1,4,4,3,1,1,1,1,1,,1,11,1,2,4,2,1,4,1,1,1,4,3,2,1,1,,,,,,,,,,,,,01,01,7,7,4,99,4,4,4,60,2,2,2,2,2,1,2,2,2,2,2,2,,2,5,1,2,1,,,,,,,,,1,1,,,,11,,,,,,,,,,,,,,,1,1,2,2,1,OK,4.00,5.00,,,1,.82460000
PHONE,575,36,1,,1,,AR,2,11,,1,,1200.00,700.00,,7.000,,11,1900.00,,1,1200.00,,700.00,,7.000,,.000,, ,7,0,420.00,7.000,, ,6,0,360.00,6.000,,-60.00,-1.000,0,02,5,30,PM,1730,530,1900.00,-1370.00,-13.70,,700.00,530.00, , ,2, ,5, ,2, ,5, , ,3,3, ,4,3,3,10, ,2,2,0,0,3,0,0,2,9.00,, ,6,9.50,-2.500,-3.500,2,1,,3,3,2,3,1,2,2,2,2,2,2,1,4,1,1,1,4,4,1,1,1,4,1,1,1,,4,2,1,1,1,1,1,1,1,1,2,,,1,4,4,1,1,1,1,1,,,,,,, , ,2,2,1,4,2,2,4,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,6.00,5.00,,,1,.82460000
PHONE,576,41,3,,3,,AZ,2,7,,14,,1000.00,800.00,,8.000,,11,1900.00,,18,1100.00,,800.00,,8.000,,.000,, ,7,0,420.00,7.000,, ,8,0,480.00,8.000,,60.00,1.000,3, ,,, ,,,1800.00,,,,600.00,, , ,1, ,, ,1, ,, , ,3,3, ,1,1,0,2, ,1,1,0,0,1,0,0,3,6.00,, ,4,7.50,-.500,.500,2,,,3,2,3,3,1,2,1,1,2,2,2,1,4,2,2,1,4,2,4,99,1,3,1,2,,,4,1,1,2,1,1,2,1,1,2,1,3,1,1,4,3,2,4,2,2,2,,,,,,, , ,1,1,2,2,2,1,3,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,7.00,,,1,.82460000
PHONE,577,58,1,,1,,UT,1,7,,17,,1075.00,725.00,,7.250,,11,1900.00,,18,1100.00,,800.00,,8.000,,.750,, ,7,0,420.00,7.000,, ,8,0,480.00,8.000,,60.00,1.000,3,02,7,30,AM,730,1930,1800.00,130.00,1.30,,600.00,730.00, , ,1, ,, ,2, ,4, , ,3,3, ,0,0,0,0, ,1,1,0,0,0,0,0,2,4.00,, ,2,5.50,1.500,2.500,1,,,,,,,2,2,2,2,2,1,2,1,4,3,1,1,3,1,2,1,1,4,1,1,3,,4,2,2,2,2,2,2,1,1,3,1,,,1,3,2,1,2,3,2,1,,,,,,, , ,1,3,2,4,2,2,2,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,7.00,,,1,.82440000
PHONE,578,39,1,,1,,AL,1,8,,98,,9998.00,9998.00,,9998.000,,7,1800.00,,16,1050.00,,750.00,,7.500,,9998.000,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,,, ,9998,9998,1825.00,9998.00,9998.00,2.00,625.00,, , ,1, ,, ,2, ,5, , ,4,4, ,0,0,0,0, ,0,1,0,0,0,0,0,3,4.00,, ,4,7.50,.500,.500,1,,,,,,,2,2,2,2,2,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,,1,2,2,3,1,1,1,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,4,4,2,99,2,2,2,,,,,,,,,,,,,,,,1,4,2,1,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,1,1,2,1,1,OK,7.00,,,,1,.82460000
PHONE,579,49,1,,1,,CO,2,7,,16,,1050.00,750.00,,7.500,,11,1900.00,,16,1050.00,,850.00,,8.500,,1.000,, ,6,30,390.00,6.500,, ,7,0,420.00,7.000,,30.00,.500,2,02,7,30,AM,730,1930,1800.00,130.00,1.30,,600.00,730.00, , ,1, ,, ,1, ,, , ,3,3, ,0,0,0,0, ,1,0,0,0,1,0,0,0,2.00,, ,4,7.50,-1.000,-.500,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,2,2,2,1,2,1,1,1,1,,,1,3,3,1,4,1,1,1,,,,,,, , ,1,1,2,2,4,3,4,30,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,5.00,6.00,,,1,.82440000
PHONE,581,15,,,2,,AL,1,10,,16,,1050.00,825.00,,8.250,,19,2100.00,,1,1200.00,,900.00,,9.000,,.750,,01,7,30,450.00,7.500,,01,6,0,360.00,6.000,,-90.00,-1.500,0,01,7,15,AM,715,1915,1875.00,40.00,.40,,675.00,715.00, ,01,2,01,2,01,3,01,4,01,01,1,3,01,0,3,2,5,01,1,1,0,0,2,0,0,3,7.00,,01,6,9.50,-2.000,-3.500,1,,,,,,,1,1,1,1,1,1,2,2,4,4,4,3,1,1,4,1,1,2,1,2,,2,1,95,3,4,4,1,1,2,4,2,1,2,3,2,,2,4,4,3,4,1,2,3,2,2,2,2,01,01,4,4,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,,2,1,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,, ,6.00,,,,1,1.36210000
PHONE,582,51,1,,1,,TX,2,3,,18,,1100.00,600.00,,6.000,,15,2000.00,,1,1200.00,,800.00,,8.000,,2.000,, ,5,0,300.00,5.000,, ,7,0,420.00,7.000,,120.00,2.000,3,02,7,15,AM,715,1915,1700.00,215.00,2.15,,500.00,715.00, , ,1, ,, ,3, ,5, , ,2,2, ,3,1,0,4, ,0,0,0,0,1,0,0,0,1.00,, ,4,7.50,-2.500,-.500,2,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,,,,2,1,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,,, , ,96,96,3,1,4,3,3,20,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,4.00,6.00,,,1,.82440000
PHONE,583,36,1,,1,,NV,1,2,,20,,1150.00,51.70,,.517,,2,1201.70,,20,1150.00,,51.70,,.517,,.000,, ,4,30,270.00,4.500,, ,4,30,270.00,4.500,,.00,.000,1,02,7,30,AM,730,1930,1201.70,728.30,7.28,,1.70,730.00, , ,1, ,, ,1, ,, , ,1,1, ,1,0,0,1, ,0,0,0,0,0,0,0,0,.00,, ,1,3.50,1.000,1.000,1,,,,,,,1,2,2,2,2,2,2,2,4,1,4,1,1,1,1,1,1,1,1,1,4,,4,2,1,4,1,1,4,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,7,7,4,1,4,1,4,20,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,3.00,3.00,,,1,.82460000
PHONE,584,43,1,,1,,TN,1,2,,14,,1000.00,201.70,,2.017,,9,1850.00,,18,1100.00,,750.00,,7.500,,5.483,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,5,45,AM,545,1745,1201.70,543.30,5.43,,1.70,545.00, , ,1, ,, ,2, ,3, , ,4,4, ,2,1,0,3, ,1,0,0,0,1,0,0,2,4.00,, ,4,7.50,-.500,-.500,1,,,,,,,1,1,1,1,2,1,2,1,4,2,2,1,2,1,2,1,1,2,1,1,2,,2,2,2,2,2,1,2,2,4,1,4,3,2,1,,1,1,1,1,1,1,,,,,,, , ,3,3,1,1,2,1,2,,,,,,,,,,,,,,,,4,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,6.00,6.00,,,1,.82460000
PHONE,585,55,3,,3,,TX,2,7,,16,,1050.00,750.00,,7.500,,7,1800.00,,16,1050.00,,750.00,,7.500,,.000,, ,4,0,240.00,4.000,, ,4,0,240.00,4.000,,.00,.000,1, ,,, ,,,1800.00,,,,600.00,, , ,4, ,3, ,3, ,3, , ,1,1, ,0,1,0,1, ,3,3,2,0,2,1,2,3,16.00,, ,2,5.50,-1.500,-1.500,1,,,,,,,1,2,2,1,2,2,2,1,4,3,1,1,1,1,1,1,1,4,1,1,,,1,1,2,1,1,1,1,1,1,1,1,,,4,1,,,,,,,,,,,,, , ,4,4,2,2,4,4,4,45,1,2,2,2,2,2,2,2,2,1,2,2,,,1,1,2,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,3.00,,,,1,.82440000
PHONE,586,50,1,,1,,AL,1,2,,10,,900.00,301.70,,3.017,,9,1850.00,,12,950.00,,900.00,,9.000,,5.983,, ,6,0,360.00,6.000,, ,8,0,480.00,8.000,,120.00,2.000,3,02,4,0,AM,400,1600,1201.70,398.30,3.98,,1.70,400.00, , ,1, ,, ,1, ,, , ,3,3, ,2,2,0,4, ,2,0,0,0,0,0,1,0,3.00,, ,3,6.50,-.500,1.500,1,,,,,,,1,2,2,2,2,2,2,2,4,3,1,1,4,1,2,1,1,3,1,1,3,,2,2,1,1,1,1,1,1,1,1,1,,,1,3,4,1,1,1,1,3,,,,,,, , ,1,1,2,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,5.00,,,,1,.82440000
PHONE,587,51,1,,1,,WI,1,3,,12,,950.00,750.00,,7.500,,3,1700.00,,10,900.00,,800.00,,8.000,,.500,, ,5,0,300.00,5.000,, ,7,0,420.00,7.000,,120.00,2.000,3,02,6,45,AM,645,1845,1700.00,145.00,1.45,,500.00,645.00, , ,1, ,, ,2, ,1, , ,1,2, ,1,0,0,1, ,0,0,0,0,0,0,0,0,.00,, ,2,5.50,-.500,1.500,1,,,,,,,1,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,,4,1,1,1,1,1,1,1,4,1,1,,,1,1,,,,,,,,,,,,, , ,4,2,2,3,4,4,99,120,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,99,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,4.00,6.00,,,1,.82440000
PHONE,588,46,1,,1,,TN,1,5,,18,,1100.00,650.00,,6.500,,15,2000.00,,18,1100.00,,900.00,,9.000,,2.500,, ,6,0,360.00,6.000,, ,8,0,480.00,8.000,,120.00,2.000,3,02,6,30,AM,630,1830,1750.00,80.00,.80,,550.00,630.00, , ,1, ,, ,1, ,, , ,3,3, ,4,2,4,10, ,0,0,0,0,0,0,0,0,.00,, ,3,6.50,-.500,1.500,1,,,,,,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,2,2,1,4,4,1,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,5.00,7.00,,,1,.82440000
PHONE,589,48,1,,1,,AL,2,7,,20,,1150.00,650.00,,6.500,,15,2000.00,,20,1150.00,,850.00,,8.500,,2.000,, ,5,0,300.00,5.000,, ,7,0,420.00,7.000,,120.00,2.000,3,02,7,50,AM,750,1950,1800.00,150.00,1.50,,600.00,750.00, , ,1, ,, ,1, ,, , ,3,3, ,0,0,0,0, ,1,1,1,1,0,0,0,0,4.00,, ,4,7.50,-2.500,-.500,1,,,,,,,2,2,2,2,2,1,2,2,3,2,1,1,2,3,1,1,1,1,1,1,1,,1,2,2,1,1,1,2,1,1,1,1,,,1,3,3,1,3,1,1,1,,,,,,, , ,2,2,2,99,3,3,3,999,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,4.00,,,,1,.82440000
PHONE,590,34,1,,1,,MN,2,3,,9,,800.00,900.00,,9.000,,5,1750.00,,10,900.00,,850.00,,8.500,,-.500,, ,8,30,510.00,8.500,, ,8,0,480.00,8.000,,-30.00,-.500,0,02,6,12,AM,612,1812,1700.00,112.00,1.12,,500.00,612.00, , ,2, ,2, ,2, ,3, , ,3,3, ,0,97,0,0, ,1,2,0,0,0,0,1,2,6.00,, ,5,8.50,.000,-.500,1,,,,,,,1,2,2,2,2,1,2,1,3,2,1,1,2,1,1,2,1,3,1,1,2,,3,2,2,1,2,2,1,2,1,1,2,,,1,1,,,,,,,,,,,,, , ,2,2,3,1,2,2,2,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,7.00,,,1,.82460000
PHONE,591,51,1,,1,,IN,2,3,,14,,1000.00,700.00,,7.000,,19,2100.00,,3,1300.00,,800.00,,8.000,,1.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,6,0,AM,600,1800,1700.00,100.00,1.00,,500.00,600.00, , ,2, ,2, ,1, ,, , ,3,3, ,4,1,0,5, ,1,2,3,0,0,0,0,3,9.00,, ,3,6.50,.500,.500,1,,,,,,,1,2,2,2,2,2,2,2,4,4,3,1,4,4,4,1,1,1,1,1,1,,4,1,4,3,1,1,1,1,1,1,1,,,3,4,4,1,4,1,1,1,,,,,,, , ,4,1,2,4,2,1,2,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,6.00,,,1,.82440000
PHONE,592,48,1,,1,,MS,2,2,,14,,1000.00,201.70,,2.017,,15,2000.00,,14,1000.00,,1000.00,,10.000,,7.983,, ,6,30,390.00,6.500,, ,8,0,480.00,8.000,,90.00,1.500,3,02,4,45,AM,445,1645,1201.70,443.30,4.43,,1.70,445.00, , ,2, ,1, ,4, ,5, , ,3,3, ,1,0,0,1, ,1,1,0,0,1,0,1,1,5.00,, ,4,7.50,-1.000,.500,1,,,,,,,1,2,2,1,2,2,99,2,4,2,2,1,2,1,1,2,1,4,1,1,1,,1,2,4,1,1,1,2,2,2,2,4,,,1,1,,,,,,,,,,,,, , ,1,1,2,99,4,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,7.00,,,1,.82440000
PHONE,594,53,1,,1,,IN,1,9,,20,,1150.00,700.00,,7.000,,19,2100.00,,20,1150.00,,950.00,,9.500,,2.500,, ,7,0,420.00,7.000,, ,10,0,600.00,10.000,,180.00,3.000,4,02,7,0,AM,700,1900,1850.00,50.00,.50,,650.00,700.00, , ,4, ,3, ,2, ,5, , ,2,2, ,0,1,0,1, ,1,1,0,0,0,0,0,1,3.00,, ,4,7.50,-.500,2.500,1,,,,,,,2,2,2,2,2,2,2,2,4,2,1,2,2,1,1,1,99,1,1,1,2,,1,95,2,1,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,,, , ,3,3,3,3,4,4,4,20,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,2,1,OK,6.00,9.00,,,1,.82440000
PHONE,595,25,2,,2,,TX,1,11,,2,,1201.70,698.30,,6.983,,23,2200.00,,3,1300.00,,900.00,,9.000,,2.017,,01,6,0,360.00,6.000,,01,9,0,540.00,9.000,,180.00,3.000,4,01,7,40,AM,740,1940,1900.00,40.00,.40,,700.00,740.00, ,01,3,01,4,01,1,01,,01,01,3,4,01,0,1,0,1,01,1,1,2,1,2,0,2,3,12.00,,01,2,5.50,.500,3.500,1,,,,,,,1,1,1,2,2,1,2,1,3,3,4,1,3,3,3,1,1,4,2,3,,4,1,1,1,4,1,1,1,1,1,1,4,2,2,1,,2,1,2,3,2,3,,,,,,,01,01,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,3,2,1,8,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,8.00,,,1,2.23940000
PHONE,596,62,1,,1,,LA,1,8,,15,,1025.00,800.00,,8.000,,8,1825.00,,17,1075.00,,750.00,,7.500,,-.500,, ,6,30,390.00,6.500,, ,6,30,390.00,6.500,,.00,.000,1,02,8,15,AM,815,2015,1825.00,190.00,1.90,,625.00,815.00, , ,1, ,, ,1, ,, , ,3,3, ,2,97,0,2, ,1,2,0,0,0,0,0,0,3.00,, ,3,6.50,.000,.000,1,,,,,,,1,1,2,2,2,2,2,1,4,2,1,2,3,1,1,2,1,3,1,1,3,,4,2,2,1,1,1,1,1,1,1,1,,,1,,3,1,2,1,1,2,,,,,,, , ,3,3,2,3,4,2,2,60,1,2,2,2,1,2,1,1,2,1,2,2,1,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,5.00,5.00,,,1,.82440000
PHONE,597,38,1,,1,,OK,1,11,,16,,1050.00,850.00,,8.500,,13,1950.00,,18,1100.00,,850.00,,8.500,,.000,, ,7,0,420.00,7.000,, ,7,30,450.00,7.500,,30.00,.500,2,02,8,0,AM,800,2000,1900.00,100.00,1.00,,700.00,800.00, , ,1, ,, ,2, ,2, , ,2,2, ,3,2,0,5, ,0,0,0,0,0,0,0,1,1.00,, ,5,8.50,-1.500,-1.000,2,2,,2,2,2,2,1,2,1,2,2,2,1,1,4,1,2,1,4,4,2,4,2,3,1,2,4,,6,1,2,2,2,4,4,2,2,2,4,3,2,1,2,,,,,,,,,,,,, , ,3,3,2,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,6.00,,,1,.82460000
PHONE,598,55,3,,3,,MO,2,2,,14,,1000.00,201.70,,2.017,,2,1201.70,,14,1000.00,,201.70,,2.017,,.000,, ,6,0,360.00,6.000,, ,6,30,390.00,6.500,,30.00,.500,2, ,,, ,,,1201.70,,,,1.70,, , ,3, ,5, ,3, ,5, , ,2,2, ,1,3,1,5, ,2,2,1,1,1,1,1,3,12.00,, ,5,8.50,-2.500,-2.000,2,,,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,3,1,2,1,1,2,1,2,,,6,2,4,2,2,1,1,1,1,1,1,,,1,3,4,1,2,1,1,1,1,1,1,1,1,1, , ,4,4,4,3,4,4,4,60,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,5.00,,,1,.82440000
PHONE,599,42,1,,1,,KS,1,11,,1,,1200.00,700.00,,7.000,,11,1900.00,,3,1300.00,,600.00,,6.000,,-1.000,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3,02,9,0,AM,900,2100,1900.00,200.00,2.00,,700.00,900.00, , ,1, ,, ,2, ,5, , ,3,3, ,1,1,0,2, ,3,0,1,0,0,0,1,3,8.00,, ,3,6.50,-.500,.500,1,,,,,,,1,1,1,1,2,1,1,1,4,2,4,1,4,4,4,4,2,3,2,3,4,,99,2,2,4,4,4,4,1,3,3,4,3,99,1,,4,2,4,4,3,3,,,,,,, , ,7,7,4,4,2,2,3,,,,,,,,,,,,,,,,1,1,1,8,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,0,, ,5.00,6.00,,,1,.82460000
PHONE,600,48,1,,1,,WI,2,2,,13,,975.00,226.70,,2.267,,25,.00,,13,975.00,,-975.00,,-9.750,,-12.017,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,6,0,AM,600,1800,1201.70,598.30,5.98,,1.70,600.00, , ,1, ,, ,1, ,, , ,3,3, ,1,0,0,1, ,0,0,0,0,0,0,0,1,1.00,, ,4,7.50,-.500,-.500,1,,,,,,,1,2,1,2,2,2,2,2,4,3,3,3,1,1,1,1,1,1,3,1,1,,95,1,3,4,1,1,1,3,3,1,4,3,2,4,1,,,,,,,2,1,1,1,1,1, , ,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,1,1,,,,13,,,,,,,,,,,,,,,2,,,,, ,6.00,6.00,,,1,.82440000
PHONE,601,50,1,,1,,IA,1,5,,12,,950.00,800.00,,8.000,,23,2200.00,,1,1200.00,,1000.00,,10.000,,2.000,, ,7,0,420.00,7.000,, ,10,0,600.00,10.000,,180.00,3.000,4,02,6,15,AM,615,1815,1750.00,65.00,.65,,550.00,615.00, , ,1, ,, ,3, ,4, , ,3,4, ,2,2,0,4, ,1,1,1,0,1,0,1,1,6.00,, ,4,7.50,-.500,2.500,1,,,,,,,2,2,2,2,2,2,2,2,3,1,1,1,3,3,1,1,1,2,1,1,1,,3,2,2,1,1,1,1,2,1,2,1,,,1,3,2,2,2,2,2,2,,,,,,, , ,1,1,1,2,4,3,3,10,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,2,3,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,9.00,,,1,.82440000
